tag_code_or_release_id,tag_type,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,record_origin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
"!03NOCN0974",,"1","1","2009","20100527","20100527","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","P",,"1.44","50","N",,,,,"0000","5620",,,"B",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","5620","0"
"184182","12","1","1","2015","20170420","20170420","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR",,,"N","5000","52224",,,"5000","5424",,,"B","0.0941",,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","52224","0","5424","0","0"
"026345","0","1","1","1992","199304","19930414","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","B",,"3.3","60","N","5000","12654",,,"0000","6226",,,"W",,"1",,,"BIODIET-REP 2","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","12654","0","0","6226","0"
"182734","0","1","1","1995","199704","19970429","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P",,"17.5","114","N","5000","47160",,,"0000","4999","5000","237","B","0.005","1","500",,"YEARLING RELEASE","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","47160","0","237","4999","0"
"025518","0","1","1","1988","198904","19890417","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","B",,"5","77","N","5000","51138",,,"5000","154",,,,"0.003","1",,,"IMPRINT","R-Nicola R","H-Spius Creek H","S-Nicola R","N","51138","0","154","0","0"
"025738","0","1","1","1988","198904","19890417","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.5","78","N","5000","26095",,,"0000","45568","5000","235",,"0.0089","1",,,"CONTROL FOR IMPRINT GROUP","R-Nicola R","H-Spius Creek H","S-Nicola R","N","26095","0","235","45568","0"
"181582","12","1","1","2009","20110428","20110429","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","18.64","118","N","5000","54056",,,"0000","2457","5000","1672","B","0.03","30","327",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","54056","0","1672","2457","0"
"!03NOCN1250",,"1","1","2012","20130430","20130501","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","P","FR","1.89","54","N",,,,,"0000","33028",,,"B",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","33028","0"
"!03NOCN1251",,"1","1","2012","20130607","20130613","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","P","FR","1.8","53","N",,,,,"0000","39950",,,"B",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","39950","0"
"026344","0","1","1","1992","199304","19930407","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","B",,"2.5","51","N","5000","14458",,,"0000","4784",,,"W",,"1",,,"BIODIET REP 1","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","14458","0","0","4784","0"
"024531","0","1","1","1986","198704","19870402","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","F","H","B",,"2.9",,"N","5000","25988",,,"5000","262",,,,"0.01","1",,,"TIME OF RELEASE:EARLY; COMBINE WITH 024532-33","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","25988","0","262","0","0"
"024532","0","1","1","1986","198704","19870402","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","F","H","B",,"2.9",,"N","5000","26730",,,"5000","270",,,,"0.01","1",,,"TIME OF RELEASE: EARLY; COMBINE WITH 024531 & 33","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","26730","0","270","0","0"
"!03NOCN1569",,"1","1","2015","20160530","20160614","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","P","FR","2.4",,"N",,,,,"0000","17092",,,"B",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","17092","0"
"!03NOCN1730",,"1","1","2017","201806","201806","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","P","FR",,,"N",,,,,"0000","41861",,,"W",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","41861","0"
"!03NOCN03114",,"1","1","2003","20050425","20050427","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"18.1","119","N",,,,,"0000","83436",,,"B",,,,,"RELEASED AT 2ND BRIDGE ON ZUM MTN RD.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","83436","0"
"026348","0","1","1","1992","199304","19930407","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","B",,"3.5","63","N","5000","15848",,,"0000","4044",,,"W",,"1",,,"MOORE CLARK-REP 1","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","15848","0","0","4044","0"
"026346","0","1","1","1992","199304","19930407","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","B",,"3.7","66","N","5000","12653",,,"0000","7020",,,"W",,"1",,,"EWOS-REP 1","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","12653","0","0","7020","0"
"180853","0","1","1","1992","199306","19930629","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"4.1","70","N","5000","75560",,,"0000","37887","5000","763","W","0.01","1","300",,"TIME OF RELEASE-POST FRESHET","R-Nicola R","H-Spius Creek H","S-Nicola R","N","75560","0","763","37887","0"
"181226","0","1","1","1992","199404","19940421","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","B",,"16.4","114","N","5000","47264",,,"0000","7134","5000","477","B","0.01","1","2000",,"YEARLING RELEASE.SOME COHO ALSO MARKED IN ERROR WITH THIS TAGCODE.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","47264","0","477","7134","0"
"183352","0","1","1","1996","199805","19980504","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P",,"17","122","N","5000","49201",,,"0000","29712","5000","248","B","0.005","1","500",,"YEARLING RELEASE","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","49201","0","248","29712","0"
"!03NOCN1017",,"1","1","2010","20110308","20110308","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","E","H","P","FR","0.5",,"W",,,,,"0000","9167",,,"B",,,,,"Released as medium BKD positive","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","9167","0"
"!03NOCN9204",,"1","1","1992","199304","19930407","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","F","H","B",,"2.5","52","N",,,,,"0000","10085",,,,,,,,,"R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","0","0","0","10085","0"
"180990","12","1","1","2008","20100410","20100420","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17.25","113","N","5000","24448",,,"5000","862",,,"W","0.0353","30","820",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","24448","0","862","0","0"
"023730","0","1","1","1985","198609","19860912","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"6.1",,"N","5000","75240",,,"0000","33210","5000","760",,"0.01","1",,,"TIME OF RELEASE: FALL","R-Nicola R","H-Spius Creek H","S-Nicola R","N","75240","0","760","33210","0"
"!03NOCN0776",,"1","1","2007","20080619","20080620","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"3.55","66","N",,,,,"0000","62268",,,"B",,,,,"RELEASED OVER 30 KM.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","62268","0"
"024705","0","1","1","1986","19870918","19870923","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","F","H","B",,"10.1",,"N","5000","25565",,,"0000","8793","5000","1261",,"0.047","1",,,"TIME OF RELEASE: FALL; COMBINE WITH 024706","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","25565","0","1261","8793","0"
"!03NOCN8915",,"1","1","1989","19900402","19900403","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","F","H","P",,"2.9","65","N",,,,,"0000","69460",,,"B",,,,,,"R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","0","0","0","69460","0"
"!03NOCN1144",,"1","1","2011","20120520","20120520","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","P","FR","1.93","53","N",,,,,"0000","8098",,,"W",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","8098","0"
"!03NOCN1145",,"1","1","2011","20120615","20120615","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","P","FR","3.52","66","N",,,,,"0000","8098",,,"W",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","8098","0"
"!03NOCN1147",,"1","1","2011","20120604","20120614","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","P","FR","3.31","64","N",,,,,"0000","18485",,,"B",,,,,"BKD positive","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","18485","0"
"!03NOCN13102",,"1","1","2013","20150415","20150416","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","B","MX","19.51","120","N",,,,,"0000","42488",,,"W",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","42488","0"
"!03NOCN1499",,"1","1","2014","20160413","20160414","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P","FR","16.91",,"N",,,,,"0000","50178",,,"B",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","50178","0"
"022822","0","1","1","1984","19850409","19850413","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.6",,"N","5000","36817",,,"0000","10233","5000","511",,"0.0137","1",,,"CONTROL FOR IMPRINT GROUP","R-Nicola R","H-Spius Creek H","S-Nicola R","N","36817","0","511","10233","0"
"021556","0","1","1","1990","19910709","19910711","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","B",,"17.5","115","N","5000","71278",,,"0000","60397","5000","2275","W","0.0309","21","2000",,"TIME OF RELEASE: EXPERIMENTAL JULY RELEASE","R-Nicola R","H-Spius Creek H","S-Nicola R","N","71278","0","2275","60397","0"
"021557","0","1","1","1990","19910422","19910424","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","P",,"5.1","77","W","5000","75359",,,"0000","15314","5000","227","W","0.003","1","900",,"SUBJECT TO SUPERSATURATION BEFORE RELEASE. 5% SHOWED SYMPTOMS.","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","75359","0","227","15314","0"
"025547","9","1","1","1987","19880913","19880914","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"6.3","90","N","5000","75624",,,"0000","33982","5000","228","W","0.003","1",,,"TIME OF RELEASE-FALL","R-Nicola R","H-Spius Creek H","S-Nicola R","N","75624","0","228","33982","0"
"024530","0","1","1","1986","19870415","19870421","2FS  TOMMR0254","2FS  TOMMH0160","2FS  TOMMS0254","S","H","P",,"4.6",,"N","5000","26197",,,"0000","1931","5000","265",,"0.01","1",,,,"R-Deadman R","H-Spius Creek H","S-Deadman R","N","26197","0","265","1931","0"
"024562","0","1","1","1986","19870908","19870915","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"9.6",,"N","5000","30322",,,"0000","10684","5000","618",,"0.02","1",,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","30322","0","618","10684","0"
"!03NOCN0043",,"1","1","2000","20010529","20010529","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","B",,"1.61","54","N",,,,,"0000","9839",,,"W",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","9839","0"
"025431","0","1","1","1987","19890310","19890331","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"18","112","N","5000","23561",,,"0000","11309",,,"W",,"1",,,"TIME OF RELEASE: YEARLING","R-Nicola R","H-Spius Creek H","S-Nicola R","N","23561","0","0","11309","0"
"182390","12","1","1","2011","20130418","20130419","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","17.27","113","N","5000","53536",,,"5000","1732",,,"B","0.0313","202","1021",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","53536","0","1732","0","0"
"182391","12","1","1","2011","20130422","20130422","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","17.67","114","N","5000","53828",,,"5000","1244",,,"B","0.0226","201","841",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","53828","0","1244","0","0"
"180576","12","1","1","2010","20120419","20120424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.3","107","N","5000","7724",,,"0000","863","5000","164","B","0.021",,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","7724","0","164","863","0"
"181693","12","1","1","2011","20130424","20130424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","18.19","115","N","5000","12279",,,"5000","103",,,"B","0.0083","194","960",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","12279","0","103","0","0"
"182216","0","1","1","1999","20010426","20010527","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"14.76","108","N","5000","25704",,,"0000","14477","5000","260","W","0.01","30","300",,"EXTENDED REARING. SEE ALSO 182217/18.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25704","0","260","14477","0"
"182218","0","1","1","1999","20010426","20010427","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"14.76","108","N","5000","24084",,,"0000","52660","5000","243","W","0.01","30","200",,"EXTENDED REARING. SEE ALSO 182216/17.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24084","0","243","52660","0"
"025163","0","1","1","1987","19880405","19880502","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.4","67","N","5000","24107",,,"0000","71698","5000","669","W","0.027","1",,,"TIME OF RELEASE-NORMAL SPRING","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24107","0","669","71698","0"
"181525","0","1","1","1994","19960501","19960502","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"16.2","111","N","5000","20826",,,"5000","425","0000","351",,"0.02","1","500",,"YEARLING RELEASE","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","20826","0","425","351","0"
"181225","0","1","1","1992","19940425","19940427","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","B",,"18.5","119","W","5000","47561",,,"0000","27023","5000","480","W","0.01","1","2000",,"YEARLING RELEASE. BKD PRESENT.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","47561","0","480","27023","0"
"025202","0","1","1","1987","19880405","19880502","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.4","67","N","5000","22654",,,"0000","67377","5000","91","W","0.004","1",,,"TIME OF RELEASE-NORMAL SPRING RELEASE","R-Nicola R","H-Spius Creek H","S-Nicola R","N","22654","0","91","67377","0"
"!03NOCN1088",,"1","1","2010","20120427","20120528","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P","FR","17.12","113","N",,,,,"0000","54935",,,"B",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","54935","0"
"182793","12","1","1","2014","20160419","20160421","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.96",,"N","5000","43413",,,"5000","1966",,,"B","0.0433","190","300",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","43413","0","1966","0","0"
"181952","0","1","1","1994","19960506","19960508","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"13.6","108","N","5000","48208",,,"0000","44590","5000","487","W","0.01","1","500",,"YEARLING RELEASE","R-Nicola R","H-Spius Creek H","S-Nicola R","N","48208","0","487","44590","0"
"184910","12","1","1","2000","20020412","20020415","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"16.75","113","N","5000","48549",,,"0000","19229","5000","342","W","0.007","30","300",,"REL. SOME FROM ACCLIMATION POND AFTER 2 WKS & SOME AT JULIET CR CONFLUENCE.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","48549","0","342","19229","0"
"184724","12","1","1","2000","20020415","20020417","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"13.26","107","N","5000","23267",,,"0000","25968","5000","475","B","0.02","30","300",,"SEE ALSO 1847 22 & 23. SCATTER RELEASED FROM DAM TO SUNSHINE VALLEY RD EAST.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","23267","0","475","25968","0"
"183862","0","1","1","1997","19990421","19990422","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"14.9","109","N","5000","45370",,,"0000","37234","5000","1137","B","0.0244",,,,"HIGH DENSITY REARED. SEE 183863-LOW DENSITY","R-Nicola R","H-Spius Creek H","S-Nicola R","N","45370","0","1137","37234","0"
"183863","0","1","1","1997","19990421","19990422","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"19.8","119","N","5000","43112",,,"0000","14504","5000","1105","B","0.025",,,,"LOW DENSITY REARED-SEE 183862-HIGH DENSITY","R-Nicola R","H-Spius Creek H","S-Nicola R","N","43112","0","1105","14504","0"
"183472","12","1","1","2012","20140422","20140423","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.08","108","N","5000","56161",,,"0000","7579","5000","459","B","0.0081","197","1113",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","56161","0","459","7579","0"
"183350","0","1","1","1995","19970517","19970518","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","B",,"20.4","120","N","5000","41059",,,"5000","592",,,,"0.0142","1","500",,"YEARLING RELEASE BY NWSFA","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","41059","0","592","0","0"
"184549","0","1","1","1999","20010412","20010412","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"15.77","108","N","5000","42268",,,"0000","15540",,,"W",,"30","300",,"EXTENDED REARING.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","42268","0","0","15540","0"
"184596","12","1","1","2016","20180501","20180503","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","17.5","113","N","5000","45413",,,"5000","963",,,"B","0.0208","180","3130",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","45413","0","963","0","0"
"184597","12","1","1","2016","20180501","20180503","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","17.5","113","N","5000","43760",,,"5000","928",,,"B","0.0208","180","3130",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","43760","0","928","0","0"
"185196","12","1","1","2016","20180501","20180503","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","17.5","113","N","5000","9602",,,"5000","204",,,"B","0.0208",,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","9602","0","204","0","0"
"185201","12","1","1","2001","20030423","20030424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"11.68","103","N","5000","25471",,,"0000","23700","5000","362","B","0.014","30","300",,"SEE ALSO 185202 & 185203.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25471","0","362","23700","0"
"185202","12","1","1","2001","20030423","20030425","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"12.06","104","N","5000","28331",,,"0000","44371","5000","200","B","0.007","30","300",,"SEE ALSO 185201 & 185203.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","28331","0","200","44371","0"
"185203","12","1","1","2001","20030424","20030425","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"12.3","105","N","5000","27753",,,"0000","20670","5000","280","B","0.01","30","300",,"SEE ALSO 185201 & 185202.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","27753","0","280","20670","0"
"!03NOCN1731",,"1","1","2017","20180525","20180525","2FS  TOMMR6276","2FS  TOMMH0160","2FS  TOMMS0253","F","H","P","FR","1.22",,"N",,,,,"0000","2492",,,"W",,,,,,"R-Spahomin Cr","H-Spius Creek H","S-Nicola R","N","0","0","0","2492","0"
"!03NOCN1733",,"1","1","2017","20180528","20180528","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","P","FR","2.69",,"N",,,,,"0000","23782",,,"W",,,,,"High losses post-ponding due to bacterial gill disease.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","23782","0"
"!03NOCN03110",,"1","1","2003","20040608","20040609","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"1.2","48","N",,,,,"0000","23971",,,"W",,,,,"RELEASED DOWNSTREAM OF SPIUS CR CONFLUENCE.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","23971","0"
"!03NOCN03112",,"1","1","2003","20040423","20040423","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","B",,"1.27","49","N",,,,,"0000","7877",,,"B",,,,,"FRY FROM LIGHT BKD+ FEMALES. SCATTER RELEASE.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","7877","0"
"!03NOCN03113",,"1","1","2003","20040607","20040607","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","B",,"3.24","65","N",,,,,"0000","34161",,,"W",,,,,"SCATTER RELEASE.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","34161","0"
"!03NOCN99134",,"1","1","1999","20010419","20010420","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P",,"14.27","108","N",,,,,"0000","54735",,,"W",,,,,"SOME RELEASED INTO ACCLIMATION POND.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","54735","0"
"!03NOCN05143",,"1","1","2005","20070419","20070423","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P",,"15.11","110","N",,,,,"0000","83289",,,"B",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","83289","0"
"181248","0","1","1","2011","20130423","20130423","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","18.33","116","N","5000","10217",,,"5000","257",,,"B","0.0246","195","855",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","10217","0","257","0","0"
"024707","0","1","1","1986","19880308","19880309","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","Y","H","B",,"12","101","N","5000","24956",,,"0000","21030","5000","614","W","0.024","1",,,"TIME OF RELEASE","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","24956","0","614","21030","0"
"182129","0","1","1","1998","20000425","20000426","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"20.24","120","N","5000","21458",,,"0000","13191","5000","177","W","0.0082","30","300",,"EXTENDED REARING. SEE ALSO 182128","R-Nicola R","H-Spius Creek H","S-Nicola R","N","21458","0","177","13191","0"
"181899","12","1","1","2013","20150420","20150422","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B","MX","16.92","114","N","5000","11893",,,"0000","523","5000","240","W","0.0198","400","1113",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","11893","0","240","523","0"
"!03NOCN06154",,"1","1","2006","20080422","20080430","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P",,"20.79","121","N",,,,,"0000","78717",,,"B",,,,,"RELEASED IN PROSPECT CREEK.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","78717","0"
"!03NOCN00124",,"1","1","2000","20020417","20020420","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P",,"15.93","114","N",,,,,"0000","81367",,,"B",,,,,"RELEASED AT CONFLUENCE OF SPIUS AND MAKA CREEKS.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","81367","0"
"182241","0","1","1","1994","199604","19960420","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"15.3","109","N","5000","25608",,,,,,,,,"1","500",,"YEARLING RELEASE","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","25608","0","0","0","0"
"!03NOCN8816",,"1","1","1988","198905","19890505","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","S","H","P",,"4.8",,"N",,,,,"0000","62540",,,"W",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","62540","0"
"181364","12","1","1","2009","20110426","20110429","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","18.27","118","N","5000","34033",,,"5000","2415","0000","0","B","0.066","30","334",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","34033","0","2415","0","0"
"026347","0","1","1","1992","199304","19930414","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","B",,"4.3","70","N","5000","15925",,,"0000","2715",,,"W",,"1",,,"EWOS-REP 2","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","15925","0","0","2715","0"
"026351","0","1","1","1992","199304","19930414","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","B",,"3.9","65","N","5000","15959",,,"0000","2590","5000","80","W","0.005","1",,,"WHITECREST-REP 2","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","15959","0","80","2590","0"
"181918","0","1","1","2010","20120419","20120424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.3","107","N","5000","8870",,,"0000","209","5000","101","B","0.011",,,,"BKD in this release group","R-Nicola R","H-Spius Creek H","S-Nicola R","N","8870","0","101","209","0"
"!03NOCN9401",,"1","1","1994","199409","19940929","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Z","H","B",,"0.35",,"N",,,,,"0000","1107",,,"W",,,,,"EYED EGG PLANT; WEIGHT IS FROM DOUG LOFTHOUSE FOR EMERGENT FRY","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","1107","0"
